ID;description;duration;name;price;isActive
8660;"a nibh in quis justo maecenas rhoncus aliquam lacus morbi";18;"Enhanced real-time definition";97.44;1
8661;"in porttitor pede justo eu massa donec";44;"Horiontal attitude-oriented hardware";60.39;1
8662;"erat tortor sollicitudin mi sit amet lobortis sapien";43;"Up-sied encompassing task-force";65.3;1
8663;"nisl duis bibendum felis sed interdum venenatis turpis";23;"Ameliorated bandwidth-monitored success";76.98;1
8664;"nunc nisl duis bibendum felis sed interdum venenatis turpis enim";19;"Open-architected analying superstructure";46.24;1
8665;"at turpis donec posuere metus vitae";50;"Automated interactive emulation";39.5;1
8666;"sit amet cursus id turpis integer";18;"Ameliorated impactful complexity";99.86;1
8667;"pede justo eu massa donec dapibus duis at velit";52;"Ergonomic responsive focus group";89.1;1
8668;"ut massa volutpat convallis morbi odio odio elementum";26;"Fundamental national project";83.23;1
8669;"neque libero convallis eget eleifend luctus ultricies eu nibh";36;"Distributed leading edge instruction set";13.41;1
8670;"vel enim sit amet nunc";46;"Team-oriented well-modulated core";67.71;1
8671;"id nisl venenatis lacinia aenean sit amet justo morbi ut";29;"Secured mobile strategy";6.33;1
8672;"ante ipsum primis in faucibus orci luctus et ultrices";22;"Networked multi-tasking utilisation";31.15;1
8673;"ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse";52;"Expanded heuristic concept";85.63;1
8674;"a suscipit nulla elit ac nulla sed vel";4;"Distributed foreground hub";82.27;1
8675;"elementum pellentesque quisque porta volutpat erat quisque erat eros viverra";7;"Multi-tiered next generation Graphical User Interface";14.73;1
8676;"odio condimentum id luctus nec molestie sed justo pellentesque viverra";45;"Digitied background knowledge user";82.5;1
8677;"eget orci vehicula condimentum curabitur in libero ut massa volutpat";30;"Right-sied discrete solution";90.21;1
8678;"nulla ut erat id mauris";35;"Inverse client-server benchmark";59.01;1
8679;"est congue elementum in hac habitasse platea dictumst";28;"Centralied heuristic protocol";22.24;1
8680;"eu nibh quisque id justo sit";18;"Centralied next generation challenge";8.31;1
8681;"malesuada in imperdiet et commodo vulputate justo in";29;"Focused foreground standardiation";21.6;1
8682;"vulputate vitae nisl aenean lectus";43;"Optimied local flexibility";6.53;1
8683;"blandit lacinia erat vestibulum sed";26;"Balanced maximied collaboration";99.97;1
8684;"in hac habitasse platea dictumst maecenas ut massa quis";53;"Advanced 24 hour projection";73.39;1
8685;"sapien urna pretium nisl ut volutpat sapien arcu";27;"Total bottom-line process improvement";22.6;1
8686;"varius ut blandit non interdum in ante vestibulum ante";23;"Synergistic demand-driven superstructure";31.8;1
8687;"vitae quam suspendisse potenti nullam porttitor";53;"Seamless content-based portal";13.78;1
8688;"sapien in sapien iaculis congue vivamus";40;"Focused human-resource knowledge user";48.86;1
8689;"vulputate ut ultrices vel augue vestibulum ante ipsum primis in";50;"Compatible 6th generation architecture";14.53;1
8690;"fusce congue diam id ornare imperdiet sapien urna";45;"Integrated ero tolerance local area network";73.43;1
8691;"nisi nam ultrices libero non mattis pulvinar";15;"Devolved fault-tolerant model";39.83;1
8692;"tempor convallis nulla neque libero";9;"Open-source global open architecture";5.96;1
8693;"pede justo eu massa donec dapibus duis";20;"Automated demand-driven monitoring";20.16;1
8694;"parturient montes nascetur ridiculus mus etiam vel augue";50;"Streamlined full-range hub";71.66;1
8695;"sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl";12;"Profit-focused needs-based adapter";92.62;1
8696;"porttitor pede justo eu massa donec dapibus duis";42;"Open-source non-volatile Graphical User Interface";43.69;1
8697;"scelerisque mauris sit amet eros suspendisse accumsan";19;"Enhanced 24 hour encoding";17.9;1
8698;"sapien non mi integer ac neque duis";45;"Innovative client-driven knowledge base";77.19;1
8699;"integer non velit donec diam neque vestibulum eget vulputate";14;"Versatile logistical Graphic Interface";55.66;1
8700;"sapien urna pretium nisl ut volutpat sapien arcu";44;"Visionary dedicated approach";47.45;1
8701;"quis odio consequat varius integer ac leo pellentesque ultrices";24;"Digitied intangible software";74.25;1
8702;"enim sit amet nunc viverra dapibus nulla suscipit ligula in";50;"Universal tangible functionalities";20.86;1
8703;"venenatis tristique fusce congue diam id ornare";17;"Digitied well-modulated adapter";61.03;1
8704;"vel ipsum praesent blandit lacinia erat";36;"Front-line actuating project";21.88;1
8705;"convallis nulla neque libero convallis eget eleifend";30;"Ergonomic responsive time-frame";47.98;1
8706;"potenti cras in purus eu magna vulputate luctus";18;"Cloned ero administration utilisation";86.84;1
8707;"in hac habitasse platea dictumst etiam";9;"Organic transitional conglomeration";31.79;1
8708;"at velit vivamus vel nulla";9;"Optimied intermediate system engine";30.97;1
8709;"eget eros elementum pellentesque quisque porta volutpat erat";52;"Organied user-facing infrastructure";47.42;1
8710;"ornare consequat lectus in est risus";14;"Monitored exuding paradigm";65.53;1
8711;"vel nulla eget eros elementum pellentesque quisque";50;"Balanced upward-trending adapter";87.82;1
8712;"metus sapien ut nunc vestibulum ante";28;"Polarised system-worthy capacity";45.29;1
8713;"quam pharetra magna ac consequat metus sapien ut nunc vestibulum";48;"Inverse disintermediate function";50.03;1
8714;"libero quis orci nullam molestie nibh in lectus";15;"Synergistic tertiary challenge";65.95;1
8715;"id justo sit amet sapien";24;"Optional well-modulated hardware";60.93;1
8716;"neque aenean auctor gravida sem praesent id massa";38;"Ergonomic ero defect open system";94.48;1
8717;"accumsan tortor quis turpis sed ante vivamus tortor duis mattis";52;"Visionary systemic core";70.99;1
8718;"sed accumsan felis ut at dolor quis odio";29;"Horiontal coherent projection";86.33;1
8719;"erat id mauris vulputate elementum nullam varius nulla facilisi";41;"Adaptive 24/7 standardiation";32.68;1
8720;"id lobortis convallis tortor risus dapibus augue vel";45;"Robust hybrid firmware";85.54;1
8721;"nisl duis bibendum felis sed interdum venenatis";44;"Virtual client-driven matrices";29.94;1
8722;"augue a suscipit nulla elit ac nulla sed vel";41;"Secured explicit solution";80.95;1
8723;"id massa id nisl venenatis lacinia aenean";11;"Open-source 3rd generation implementation";13.86;1
8724;"cubilia curae donec pharetra magna vestibulum";15;"Distributed 5th generation moratorium";29.7;1
8725;"amet eros suspendisse accumsan tortor quis turpis sed";51;"Triple-buffered 5th generation hardware";60.75;1
8726;"nunc nisl duis bibendum felis sed interdum venenatis turpis";50;"Programmable system-worthy alliance";86.46;1
8727;"nisi nam ultrices libero non mattis pulvinar";42;"Diverse incremental policy";28.72;1
8728;"lectus in quam fringilla rhoncus mauris enim leo rhoncus";5;"De-engineered bottom-line core";91.74;1
8729;"et ultrices posuere cubilia curae nulla";14;"Reactive actuating secured line";70.24;1
8730;"ultricies eu nibh quisque id justo sit amet sapien dignissim";53;"Programmable ero tolerance orchestration";57.79;1
8731;"lectus pellentesque at nulla suspendisse potenti";52;"Assimilated mobile parallelism";51.13;1
8732;"varius integer ac leo pellentesque ultrices mattis odio";39;"Configurable 6th generation methodology";90.16;1
8733;"quam a odio in hac habitasse platea dictumst maecenas ut";28;"Face to face heuristic knowledge base";35.17;1
8734;"penatibus et magnis dis parturient";52;"Object-based value-added forecast";48.71;1
8735;"tempus sit amet sem fusce consequat";51;"Inverse transitional help-desk";57.14;1
8736;"eros vestibulum ac est lacinia nisi venenatis tristique fusce congue";53;"Implemented intangible frame";7.34;1
8737;"augue aliquam erat volutpat in congue etiam justo";40;"Face to face cohesive paradigm";4.38;1
8738;"suspendisse potenti nullam porttitor lacus at turpis donec posuere metus";40;"Multi-lateral empowering firmware";84.43;1
8739;"vulputate nonummy maecenas tincidunt lacus at";7;"Managed empowering monitoring";11.97;1
8740;"massa donec dapibus duis at velit eu est";19;"Up-sied local synergy";33.75;1
8741;"gravida sem praesent id massa id nisl";10;"Team-oriented neutral standardiation";18.93;1
8742;"sapien iaculis congue vivamus metus arcu adipiscing";25;"Sharable homogeneous adapter";6.03;1
8743;"vulputate luctus cum sociis natoque penatibus et magnis dis";37;"Operative regional data-warehouse";8.86;1
8744;"sit amet turpis elementum ligula vehicula consequat morbi";5;"Synergistic well-modulated portal";19.97;1
8745;"nam dui proin leo odio";23;"Reverse-engineered real-time support";64.24;1
8746;"mi in porttitor pede justo eu massa donec dapibus duis";23;"Cloned 4th generation installation";27.27;1
8747;"in faucibus orci luctus et ultrices posuere cubilia curae nulla";42;"Visionary impactful productivity";85.99;1
8748;"eget congue eget semper rutrum nulla nunc purus phasellus in";20;"Programmable national function";33.73;1
8749;"est congue elementum in hac habitasse platea dictumst";47;"Focused ero administration open system";8.99;1
8750;"nunc vestibulum ante ipsum primis in faucibus";36;"Ameliorated interactive approach";64.25;1
8751;"duis at velit eu est congue elementum in hac";6;"Public-key static capability";86.04;1
8752;"lectus in est risus auctor sed tristique in tempus sit";48;"Quality-focused explicit paradigm";56.28;1
8753;"orci luctus et ultrices posuere cubilia curae donec pharetra";29;"Assimilated tertiary matrix";84.79;1
8754;"suscipit nulla elit ac nulla sed vel enim sit";37;"User-centric content-based capacity";51.91;1
8755;"lacinia eget tincidunt eget tempus vel pede morbi";8;"Front-line 3rd generation budgetary management";68.16;1
8756;"id turpis integer aliquet massa id";36;"Open-source stable hierarchy";81.55;1
8757;"elementum ligula vehicula consequat morbi a ipsum";38;"Progressive 5th generation budgetary management";50.51;1
8758;"eu massa donec dapibus duis at velit eu est congue";43;"Assimilated eco-centric open architecture";4.77;1
8759;"quis justo maecenas rhoncus aliquam lacus morbi quis tortor id";16;"Organic intangible system engine";10.69;1
8760;"tincidunt eget tempus vel pede morbi porttitor lorem id ligula";52;"Pre-emptive directional adapter";63.72;1
8761;"in lectus pellentesque at nulla suspendisse potenti cras in";47;"Implemented national benchmark";75.4;1
8762;"cras non velit nec nisi vulputate";45;"Diverse hybrid time-frame";87.23;1
8763;"arcu libero rutrum ac lobortis vel dapibus";19;"Mandatory multimedia interface";87.26;1
8764;"vitae consectetuer eget rutrum at";10;"Self-enabling intermediate matrices";5.03;1
8765;"sapien placerat ante nulla justo aliquam quis turpis";50;"Multi-lateral disintermediate installation";4.06;1
8766;"nunc viverra dapibus nulla suscipit ligula in lacus";31;"Expanded empowering model";87.73;1
8767;"ligula vehicula consequat morbi a ipsum integer a nibh in";41;"Public-key 5th generation utilisation";81.1;1
8768;"vestibulum ante ipsum primis in faucibus";23;"Streamlined non-volatile interface";17.44;1
8769;"lorem vitae mattis nibh ligula nec";10;"Decentralied multimedia initiative";55.29;1
8770;"tortor risus dapibus augue vel accumsan tellus nisi eu orci";52;"Synchronised directional attitude";53.64;1
8771;"duis at velit eu est congue elementum";30;"Function-based actuating info-mediaries";84.11;1
8772;"nulla tempus vivamus in felis eu sapien cursus vestibulum";27;"Centralied intangible instruction set";8.78;1
8773;"nullam porttitor lacus at turpis donec posuere metus vitae ipsum";19;"Devolved optimal encryption";33.31;1
8774;"nam dui proin leo odio porttitor id consequat";8;"Synergied radical Graphical User Interface";90.29;1
8775;"tellus nisi eu orci mauris lacinia sapien quis libero";8;"Compatible global migration";78.76;1
8776;"velit donec diam neque vestibulum eget vulputate ut ultrices vel";35;"Realigned even-keeled knowledge base";69.42;1
8777;"odio consequat varius integer ac leo pellentesque ultrices mattis odio";40;"Virtual optimiing synergy";3.88;1
8778;"pellentesque viverra pede ac diam cras pellentesque";34;"Object-based fault-tolerant budgetary management";37.87;1
8779;"blandit ultrices enim lorem ipsum";8;"Function-based bifurcated knowledge base";68.79;1
8780;"magnis dis parturient montes nascetur";33;"Reverse-engineered transitional complexity";76.02;1
8781;"ipsum primis in faucibus orci";53;"Configurable intangible knowledge user";58.81;1
8782;"volutpat in congue etiam justo etiam";43;"Networked bi-directional groupware";49.26;1
8783;"id turpis integer aliquet massa id";14;"Multi-layered user-facing artificial intelligence";94.41;1
8784;"ligula pellentesque ultrices phasellus id sapien in sapien";33;"Business-focused bottom-line access";30.52;1
8785;"diam erat fermentum justo nec condimentum neque sapien";28;"Front-line fresh-thinking focus group";63.4;1
8786;"quam sollicitudin vitae consectetuer eget rutrum";28;"Pre-emptive hybrid internet solution";67.39;1
8787;"proin risus praesent lectus vestibulum quam";42;"Ergonomic homogeneous strategy";40.31;1
8788;"sodales sed tincidunt eu felis";5;"Future-proofed mission-critical architecture";6.11;1
8789;"quisque porta volutpat erat quisque erat eros viverra";13;"Organic foreground website";43.33;1
8790;"libero nam dui proin leo odio porttitor";46;"Cloned heuristic database";42.13;1
8791;"nunc donec quis orci eget orci vehicula condimentum curabitur in";26;"Team-oriented modular data-warehouse";26.18;1
8792;"venenatis non sodales sed tincidunt eu";28;"Re-contextualied methodical budgetary management";50.52;1
8793;"augue quam sollicitudin vitae consectetuer eget rutrum";17;"Centralied maximied parallelism";42.87;1
8794;"quis odio consequat varius integer ac leo pellentesque ultrices";42;"Assimilated modular hardware";50.65;1
8795;"id mauris vulputate elementum nullam";16;"Future-proofed encompassing strategy";71.71;1
8796;"sit amet sapien dignissim vestibulum vestibulum ante";51;"Upgradable background secured line";37.6;1
8797;"donec dapibus duis at velit eu est congue elementum";43;"Decentralied eco-centric throughput";88.29;1
